bph0026;Καθώς σηκώνετε τα χέρια, γείρετε το κεφάλι σας ελαφρώς προς τα πίσω.
bph0027;Καθώς σηκώνετε τα χέρια, γείρετε το κεφάλι σας ελαφρώς προς τα πίσω και ανασηκώστε τις πτέρνες από το πάτωμα. 
bph0028;Για αυτή την άσκηση θα γυρίσετε 180 μοίρες ώστε να κοιτάζετε την αντίθετη κατεύθυνση.
bph0029;όταν γυρίζετε προς τα αριστερά, ξεκινήστε με το αριστερό σας πόδι. όταν γυρίζετε προς τα δεξιά, ξεκινήστε με το δεξί σας πόδι. καθώς γυρνάτε προσπαθείστε να κάνετε μεγάλα βήματα και να διατηρείτε το βάρος σας στο μπροστινό τμήμα του πέλματος.
bph0030;Προσπαθείστε να μην περιστραφείτε πάνω στο πόδι σας καθώς γυρίζετε.
bph0031;Θα εκτελέσετε τρείς στροφές προς τα αριστερά και τρείς στροφές προς τα δεξιά.
bph0032;Βαδίστε στο δωμάτιο για ένα λεπτό, φροντίζοντας να κοιτάτε ευθεία στον ορίζοντα και να μην εστιάζετε σε κάποιο συγκεκριμένο αντικείμενο.
bph0033;Προσπαθείστε να αποφύγετε να κοιτάτε το πάτωμα όλη την ώρα.
bph0034;Προσπαθείστε να σιγουρευτείτε ότι μετατοπίζετε το βάρος σας εμπρός με κάθε βήμα και ότι κουνάτε τα χέρια σας.
bph0035;Αυξήστε προοδευτικά την ταχύτητα της βάδισης σας καθώς η άσκηση γίνεται πιο εύκολη. 
bph0036;Βαδίστε στο δωμάτιο για ένα λεπτό φροντίζοντας να γυρίζετε το κεφάλι σας δεξιά και αριστερά αλλάζοντας συνεχώς το βλέμμα σας μεταξύ δύο στόχων.
bph0037;Βαδίστε στο δωμάτιο για ένα λεπτό φροντίζοντας να γυρίζετε το κεφάλι σας δεξιά και αριστερά σαρώνοντας το δωμάτιο όπως όταν διασχίζετε τον δρόμο.
bph0038;Βαδίστε στο δωμάτιο για ένα λεπτό φροντίζοντας να κουνάτε το κεφάλι σας πάνω ώστε να κοιτάξετε την οροφή και κάτω να κοιτάξετε το πάτωμα.
bph0039;Βαδίστε στο δωμάτιο φροντίζοντας να κουνάτε το κεφάλι σας διαγώνια σχηματίζοντας νοερά ένα "νι". Κοιτάξτε πάνω στα αριστερά, κάτω στο κέντρο και πάνω στα δεξιά. Μπορείτε να ξεκινήσετε από οποιαδήποτε κατεύθυνση. 
bph0040;Η στάση σας είναι λανθασμένη. Επιτρέψετέ μου να σας την δείξω ξανά.
bph0041;Παρακαλώ δοκιμάστε ξανά, μα αυτή τη φορά προσπαθείστε να γυρίζετε το κεφάλι σας πιο αργά.
bph0042;Παρακαλώ δοκιμάστε ξανά, μα αυτή τη φορά προσπαθείστε να γυρίζετε το κεφάλι σας πιο γρήγορα!
bph0043;Παρακαλώ δοκιμάστε ξανά μα αυτή τη φορά προσπαθειστε να μην γυρίζετε το κεφάλι σας τόσο πολυ!
bph0044;Σταματήσατε πολύ νωρίς την άσκηση. θα σας ενημερώσω όταν την ολοκληρώσετε.
bph0045;Τώρα θα προχωρήσουμε στην επόμενη άσκηση.
bph0046;Βεβαιωθείτε ότι οι πατούσες σας ακουμπούν ολόκληρες στο πάτωμα καθώς εκτελείτε την συγκεκριμένη άσκηση.
bph0047;Η κίνηση είναι λανθασμένη.
bph0048;Παρακαλώ δοκιμάστε ξανά μα αυτή τη φορά προσπαθήστε να σκύψετε πιο αργά
bph0049;Παρακαλώ δοκιμάστε ξανά μα αυτή τη φορά προσπαθήστε να σκύψετε πιο γρήγορα.
bph0050;Την επόμενη φορά προσπαθείστε να σηκώσετε το κεφάλι σας στην όρθια θέση καθώς σηκώνεστε.
bph0051;Την επομενη φορά καθώς σκύβετε σιγουρευτείτε τότι φέρνετε το πιγούνι προς το στήθος.
bph0052;Καθώς σκύβετε σιγουρευτείτε ότι φέρνετε το πιγούνι στο στήθος και ότι επιστρέφετε το κεφάλι στην όρθια θέση καθώς σηκώνεστε.
bph0053;Χάσατε την ισορροπία σας.
bph0054;Ας δοκιμάσουμε ξανά.
bph0055;Παρακαλώ επιστρέψτε στην αρχική σας θέση με το βάρος να πέφτει στο μπροστινό τμήμα του πέλματος.
bph0056;Παρακαλώ προσπαθείστε να ολοκληρώσετε και τις 5 επαναλήψεις.
bph0057;Την επόμενη φορά καθώς σηκώνετε τα χέρια σιγουρευτείτε ότι γέρνετε το κεφάλι ελαφρώς προς τα πίσω.
bph0058;Γυρίζετε περισσότερο από όσο σας έδειξα.
bph0059;Γυρίζετε λιγότερο από όσό σας έδειξα.
bph0060;Παρακαλώ να κοιτάζετε εμπρός τον ορίζοντα και όχι συνεχώς το πάτωμα.
bph0061;Προσπαθείστε να βαδίζετε πιο αργά.
bph0062;Προσπαθείστε να βαδίζετε πιο γρήγορα.
bph0063;Παρακαλώ μεταφέρετε το βάρος σας εμπρός με κάθε σας βήμα.
bph0064;σταματήσατε νωρίς, παρακαλώ συνεχίστε την άσκηση.
bph0065;Προσπαθείστε να γυρίζετε το κεφάλι σας δεξιά και αριστερά αλλάζοντας συνεχώς το βλέμμα σας μεταξύ δύο στόχων.
bph0066;Προσπαθείστε να βαδίσετε με τον κορμό σας σε όρθια θέση, μην γέρνετε εμπρός ή πίσω.
bph0067;Θα σας ενημερώσω πότε ολοκληρώσατε.
bph0068;σταματήσατε πολύ νωρίς, παρακαλώ συνεχίστε την άσκηση. θα σας ενημερώσωσ όταν τελειώσετε.
bph0069;Σταματήσατε πολυ νωρίς.
bph0070;Παρακαλώ συνεχίστε την άσκηση.
bph0071;Προσπαθείστε να κουνήσετε το το κεφάλι σας πάνω ώστε να κοιτάξετε την οροφή και κάτω να κοιτάξετε το πάτωμα
bph0072;Προσπαθείστε να κουνάτε το κεφάλι σας διαγώνια σχηματίζοντας νοερά ένα "νι". 
bph0073;Αισθάνεστε ζάλη? Απαντήστε με ναι ή όχι.
bph0074;Αξιολογείστε τη ζάλη σας λέγοντας ήπια, μέτρια ή σοβαρή.
bph0075;Νιώθετε το δωμάτιο να περιστρέφεται αφού ολοκληρώσατε την άσκηση? Απαντήστε με ναι ή όχι.
bph0076;Σας ευχαριστώ που με ενημερώσατε. Ο φυσικοθεραπευτής σας θα επικοινωνήσει μαζί σας για να το συζητήσετε διεξοδικά.
bph0077;Εχετε πονοκέφαλο? Απαντήστε με ναι ή όχι.
bph0078;Η όραση σας θολώνει ενώ γυρίζετε το κεφάλι? Απαντήστε με ναι ή όχι.
bph0079;Καλή προσπάθεια.
bph0080;Καλή δουλειά.
bph0081;Τα πάτε περίφημα.
bph0082;Παρακαλώ ξεκινήστε
bph0083;Παρακαλώ σταματήστε
bph0084;Περιμένετε μέχρι να σας ενημερώσω για να ξεκινήσετε
bph0085;Μπράβο
bph0086;Κάνετε πρόοδο
bph0087;Είστε αποπροσανατολισμένοι? Απαντήστε με ναι ή όχι.
bph0088;Είστε έτοιμοι να προχωρήσετε σε μια άλλη άσκηση? Απαντήστε με ναι ή όχι.
bph0089;Παρουσιάσατε θολή όραση? Απαντήστε με ναι ή όχι.
bph0090;Παρακαλούμε αξιολογήστε τη ζάλη σας λέγοντας ήπια, μέτρια ή σοβαρή.
bph0091;Προσδιορίστε την κεφαλαλγία σας λέγοντας ήπια, μέτρια ή σοβαρή.
bph0092;Προσδιορίστε την θολή όρασή σας λέγοντας ήπια, μέτρια ή σοβαρή.
bph0093;Κάντε επανεκκίνηση του συστήματος σύμφωνα με το εγχειρίδιο.
bph0094;Παρακαλώ βαθμολογήστε λέγοντας ήπια, μέτρια ή σοβαρή.
bph0095;Κουνήστε τα πόδια σας για να ενεργοποιήσετε τα πέλματα πίεσης.
bph0096;Παρακαλώ πλησιάστε το σύστημα ώστε να συνδεθούνε οι αισθητήρες.
bph0097;Παρακαλώ φορτίστε τους αισθητήρες του κεφαλιού και της πλάτης.
bph0098;Παρακαλώ φορτίστε τις μπαταρίες των σολών.
bph0099;Παρακαλώ σταθείτε ακίνητοι ώστε να μπορέσουμε να ξεκινήσουμε την άσκηση.
bph0100;Ειστε έτοιμοι να συνεχίσουμε στην επόμενη άσκηση? Απαντήστε με ναι ή όχι.
bph0101;Έχετε συμπτώματα? Απαντήστε με ναι ή όχι.
bph0102;Προσπαθώ να συνδεθώ με τους αισθητήρες.
bph0103;Ελάτε πιο κοντά στον υπολογιστή Edge.
bph0104;Ελάτε πιο κοντά στην κάμερα.
bph0105;Στρέψτε την πλάτη σας στον υπολογιστή Edge.
bph0106;Φορτίστε τους αισθητήρες και δοκιμάστε ξανά.
bph0107;Γεια σας, ελπίζω να είστε καλά. Ας ξεκινήσουμε.
bph0108;Αυτό είναι για σήμερα. Σας ευχαριστώ πολύ για τη συνεργασία σας και καλή μέρα. Ήμουν ευτυχής που βοήθησα.
bph0109;Δεν μπόρεσα να συνδεθώ με τις σόλες. Παρακαλώ συνεχίστε την άσκηση με προσοχή.
bph0110;Παρακαλώ αξιολογήστε την απογοήτευση σας με όχι, χαμηλή, μέτρια ή υψηλή
